height,allInterlinks,validInterlinks,missingPtrs
1269595,10,36,0
1269596,10,36,0
1269597,11,36,0
1269598,12,36,0
1269599,12,36,0
1269600,10,36,0
1269601,10,36,0
1269602,10,36,0
1269603,11,36,0
1269604,11,36,0
1269605,11,36,0
1269606,12,36,0
1269607,11,36,0
1269608,11,36,0
1269609,11,36,0
1269610,11,36,0
1269611,10,36,0
1269612,11,36,0
1269613,12,36,0
1269614,12,36,0
1269615,12,36,0
1269616,12,36,0
1269617,13,36,0
1269618,11,36,0
1269619,11,36,0
1269620,11,36,0
1269621,12,36,0
1269622,12,36,0
1269623,11,36,0
1269624,12,36,0
1269625,13,36,0
1269626,11,36,0
1269627,10,36,0
1269628,11,36,0
1269629,12,36,0
1269630,11,36,0
1269631,11,36,0
1269632,11,36,0
1269633,11,36,0
1269634,12,36,0
1269635,12,36,0
1269636,12,36,0
1269637,12,36,0
1269638,13,36,0
1269639,13,36,0
1269640,12,36,0
1269641,13,36,0
1269642,13,36,0
1269643,12,36,0
1269644,12,36,0
1269645,13,36,0
1269646,12,36,0
1269647,12,36,0
1269648,13,36,0
1269649,14,36,0
1269650,14,36,0
1269651,14,36,0
1269652,13,36,0
1269653,14,36,0
1269654,14,36,0
1269655,15,36,0
1269656,11,36,0
1269657,12,36,0
1269658,11,36,0
1269659,12,36,0
1269660,12,36,0
1269661,11,36,0
1269662,11,36,0
1269663,12,36,0
1269664,12,36,0
1269665,12,36,0
1269666,12,36,0
1269667,12,36,0
1269668,13,36,0
1269669,12,36,0
1269670,10,36,0
1269671,11,36,0
1269672,11,36,0
1269673,11,36,0
1269674,11,36,0
1269675,11,36,1
1269676,12,36,0
1269677,13,36,0
1269678,12,36,0
1269679,13,36,0
1269680,13,36,1
1269681,13,36,0
1269682,12,36,0
1269683,10,36,-1
1269684,11,36,-1
1269685,11,36,1
1269686,11,36,-1
1269687,12,36,1
1269688,12,36,-1
1269689,10,36,1
1269690,10,36,-1
1269691,11,36,1
1269692,12,36,-1
1269693,12,36,1
1269694,9,36,-1
1269695,10,36,1
1269696,10,36,-1
1269697,10,36,-1
1269698,10,36,-1
1269699,11,36,2
1269700,10,36,-1
1269701,10,36,1
1269702,11,36,-1
1269703,11,36,-1
1269704,11,36,-1
1269705,10,36,1
1269706,11,36,-1
1269707,12,36,1
1269708,12,36,-1
1269709,12,36,-1
1269710,10,36,1
1269711,11,36,-1
1269712,12,36,1
1269713,12,36,-1
1269714,13,36,-1
1269715,13,36,1
1269716,13,36,-1
1269717,13,36,1
1269718,13,36,-1
1269719,12,36,1
1269720,13,36,-1
1269721,12,36,1
1269722,13,36,-1
1269723,13,36,1
1269724,13,36,-1
1269725,13,36,-1
1269726,13,36,-1
1269727,13,36,1
1269728,14,36,-1
1269729,14,36,1
1269730,14,36,-1
1269731,12,36,1
1269732,13,36,-1
1269733,13,36,1
1269734,13,36,-1
1269735,12,36,1
1269736,13,36,-1
1269737,14,36,1
1269738,13,36,-1
1269739,12,36,1
1269740,13,36,-1
1269741,14,36,1
1269742,14,36,-1
1269743,14,36,1
1269744,13,36,-1
1269745,12,36,-1
1269746,13,36,1
1269747,13,36,-1
1269748,14,36,1
1269749,14,36,-1
1269750,12,36,-1
1269751,13,36,2
1269752,13,36,-1
1269753,13,36,1
1269754,14,36,-1
1269755,14,36,1
1269756,14,36,-1
1269757,9,36,-1
1269758,10,36,2
1269759,10,36,-1
1269760,11,36,1
1269761,11,36,-1
1269762,11,36,-1
1269763,11,36,1
1269764,11,36,-1
1269765,11,36,1
1269766,10,36,-1
1269767,11,36,1
1269768,12,36,-1
1269769,12,36,1
1269770,12,36,-1
1269771,10,36,1
1269772,10,36,-1
1269773,11,36,-1
1269774,12,36,2
1269775,12,36,-1
1269776,11,36,-1
1269777,12,36,2
1269778,11,36,-1
1269779,12,36,-1
1269780,12,36,1
1269781,11,36,-1
1269782,10,36,1
1269783,11,36,-1
1269784,8,36,1
1269785,9,36,-1
1269786,9,36,1
1269787,10,36,-1
1269788,10,36,1
1269789,10,36,-1
1269790,11,36,1
1269791,10,36,-1
1269792,10,36,-1
1269793,11,36,2
1269794,9,36,-1
1269795,10,36,-1
1269796,10,36,1
1269797,9,36,-1
1269798,9,36,-1
1269799,10,36,2
1269800,10,36,-1
1269801,11,36,-1
1269802,9,36,1
1269803,10,36,-1
1269804,10,36,-1
1269805,11,36,2
1269806,10,36,-1
1269807,10,36,1
1269808,9,36,-1
1269809,10,36,1
1269810,10,36,-1
1269811,10,36,1
1269812,11,36,-1
1269813,11,36,1
1269814,11,36,-1
1269815,11,36,1
1269816,11,36,-1
1269817,10,36,1
1269818,10,36,-1
1269819,11,36,1
1269820,12,36,-1
1269821,11,36,1
1269822,12,36,-1
1269823,12,36,1
1269824,11,36,-1
1269825,12,36,-1
1269826,12,36,1
1269827,10,36,-1
1269828,11,36,-1
1269829,11,36,1
1269830,11,36,-1
1269831,12,36,-1
1269832,11,36,1
1269833,12,36,-1
1269834,11,36,-1
1269835,12,36,1
1269836,12,36,-1
1269837,12,36,1
1269838,11,36,-1
1269839,12,36,1
1269840,12,36,-1
1269841,11,36,1
1269842,11,36,-1
1269843,12,36,-1
1269844,12,36,1
1269845,12,36,-1
1269846,12,36,-1
1269847,12,36,1
1269848,12,36,-1
1269849,13,36,1
1269850,13,36,-1
1269851,13,36,-1
1269852,14,36,1
1269853,13,36,-1
1269854,13,36,1
1269855,12,36,-1
1269856,13,36,1
1269857,13,36,-1
1269858,13,36,1
1269859,14,36,-1
1269860,12,36,-1
1269861,13,36,-1
1269862,13,36,1
1269863,13,36,-1
1269864,11,36,1
1269865,12,36,-1
1269866,11,36,1
1269867,12,36,-1
1269868,13,36,-1
1269869,13,36,1
1269870,12,36,-1
1269871,13,36,-1
1269872,14,36,2
1269873,14,36,-1
1269874,11,36,1
1269875,11,36,-1
1269876,12,36,1
1269877,13,36,-1
1269878,13,36,1
1269879,13,36,-1
1269880,13,36,-1
1269881,13,36,1
1269882,11,36,-1
1269883,10,36,1
1269884,11,36,-1
1269885,11,36,1
1269886,11,36,-1
1269887,12,36,1
1269888,11,36,-1
1269889,12,36,1
1269890,12,36,-1
1269891,11,36,-1
1269892,12,36,2
1269893,13,36,-1
1269894,13,36,-1
1269895,12,36,1
1269896,13,36,-1
1269897,12,36,1
1269898,13,36,-1
1269899,13,36,-1
1269900,14,36,2
1269901,12,36,-1
1269902,13,36,1
1269903,13,36,-1
1269904,13,36,1
1269905,14,36,-1
1269906,14,36,-1
1269907,14,36,1
1269908,13,36,-1
1269909,14,36,-1
1269910,14,36,1
1269911,13,36,-1
1269912,13,36,-1
1269913,14,36,2
1269914,14,36,-1
1269915,14,36,-1
1269916,13,36,1
1269917,14,36,-1
1269918,14,36,1
1269919,12,36,-1
1269920,13,36,1
1269921,11,36,-1
1269922,12,36,1
1269923,12,36,-1
1269924,13,36,-1
1269925,11,36,1
1269926,12,36,-1
1269927,11,36,1
1269928,12,36,-1
1269929,12,36,1
1269930,11,36,-1
1269931,12,36,-1
1269932,11,36,1
1269933,12,36,-1
1269934,11,36,1
1269935,12,36,-1
1269936,13,36,-1
1269937,13,36,1
1269938,13,36,-1
1269939,12,36,1
1269940,13,36,-1
1269941,13,36,1
1269942,11,36,-1
1269943,12,36,1
1269944,12,36,-1
1269945,13,36,1
1269946,13,36,-1
1269947,14,36,-1
1269948,14,36,1
1269949,14,36,-1
1269950,14,36,1
1269951,14,36,-1
1269952,14,36,1
1269953,12,36,-1
1269954,13,36,1
1269955,13,36,-1
1269956,12,36,1
1269957,13,36,-1
1269958,13,36,-1
1269959,11,36,1
1269960,12,36,-1
1269961,13,36,1
1269962,12,36,-1
1269963,13,36,1
1269964,13,36,-1
1269965,12,36,1
1269966,12,36,-1
1269967,9,36,1
1269968,10,36,-1
1269969,11,36,1
1269970,11,36,-1
1269971,12,36,-1
1269972,11,36,1
1269973,11,36,-1
1269974,12,36,1
1269975,11,36,-1
1269976,10,36,1
1269977,11,36,-1
1269978,10,36,1
1269979,11,36,0
1269980,11,36,-1
1269981,12,36,1
1269982,12,36,-1
1269983,11,36,1
1269984,11,36,-1
1269985,11,36,1
1269986,11,36,-1
1269987,11,36,1
1269988,11,36,-1
1269989,12,36,1
1269990,13,36,-1
1269991,12,36,-1
1269992,12,36,1
1269993,11,36,-1
1269994,12,36,1
1269995,12,36,-1
1269996,12,36,1
1269997,13,36,-1
1269998,10,36,-1
1269999,11,36,2
1270000,12,36,-1
1270001,11,36,-1
1270002,11,36,1
1270003,11,36,-1
1270004,11,36,-1
1270005,11,36,1
1270006,12,36,-1
1270007,12,36,1
1270008,13,36,0
1270009,13,36,0
1270010,13,36,0
1270011,14,36,0
1270012,14,36,0
1270013,13,36,0
1270014,14,36,0
1270015,14,36,0
1270016,15,36,0
1270017,13,36,0
1270018,14,36,0
1270019,13,36,0
1270020,14,36,0
1270021,14,36,0
1270022,14,36,0
1270023,14,36,0
1270024,14,36,0
1270025,14,36,0
1270026,15,36,0
1270027,15,36,0
1270028,15,36,0
1270029,15,36,0
1270030,16,36,0
1270031,17,36,0
1270032,17,36,0
1270033,17,36,0
1270034,16,36,0
1270035,13,36,-1
1270036,14,36,0
1270037,14,36,0
1270038,14,36,0
1270039,15,36,0
1270040,16,36,0
1270041,17,36,0
1270042,17,36,0
1270043,16,36,0
1270044,17,36,0
1270045,16,36,0
1270046,17,36,0
1270047,17,36,0
1270048,17,36,0
1270049,17,36,0
1270050,17,36,0
1270051,16,36,0
1270052,17,36,0
1270053,16,36,0
1270054,17,36,0
1270055,15,36,0
1270056,16,36,0
1270057,16,36,0
1270058,16,36,0
1270059,16,36,0
1270060,17,36,0
1270061,15,36,0
1270062,16,36,0
1270063,14,36,0
1270064,15,36,0
1270065,16,36,0
1270066,14,36,0
1270067,15,36,0
1270068,15,36,0
1270069,16,36,0
1270070,13,36,0
1270071,14,36,0
1270072,14,36,0
1270073,14,36,0
1270074,14,36,0
1270075,14,36,0
1270076,15,36,0
1270077,15,36,0
1270078,15,36,0
1270079,15,36,0
1270080,15,36,0
1270081,15,36,0
1270082,15,36,0
1270083,15,36,0
1270084,15,36,0
1270085,11,36,0
1270086,12,36,0
1270087,12,36,0
1270088,13,36,0
1270089,12,36,0
1270090,13,36,0
1270091,13,36,0
1270092,13,36,0
1270093,14,36,0
1270094,13,36,0
1270095,14,36,0
1270096,14,36,0
1270097,14,36,0
1270098,14,36,0
1270099,15,36,0
1270100,16,36,0
1270101,15,36,0
1270102,16,36,0
1270103,17,36,0
1270104,17,36,0
1270105,17,36,0
1270106,17,36,0
1270107,17,36,0
1270108,16,36,0
1270109,16,36,0
1270110,15,36,0
1270111,16,36,0
1270112,17,36,0
1270113,15,36,0
1270114,16,36,0
1270115,15,36,0
1270116,16,36,0
1270117,15,36,0
1270118,16,36,0
1270119,16,36,0
1270120,16,36,0
1270121,15,36,0
1270122,16,36,0
1270123,17,36,0
1270124,15,36,0
1270125,16,36,0
1270126,16,36,0
1270127,16,36,0
1270128,16,36,0
1270129,16,36,0
1270130,17,36,0
1270131,17,36,0
1270132,16,36,0
1270133,17,36,0
1270134,17,36,0
1270135,16,36,0
1270136,17,36,0
1270137,14,36,0
1270138,15,36,0
1270139,15,36,0
1270140,16,36,0
1270141,15,36,0
1270142,15,36,0
1270143,16,36,0
1270144,16,36,0
1270145,16,36,0
1270146,17,36,0
1270147,17,36,0
1270148,16,36,0
1270149,17,36,0
1270150,17,36,0
1270151,17,36,0
1270152,17,36,0
1270153,17,36,0
1270154,15,36,0
1270155,14,36,0
1270156,15,36,0
1270157,14,36,0
1270158,15,36,0
1270159,14,36,0
1270160,15,36,0
1270161,15,36,0
1270162,12,36,0
1270163,13,36,0
1270164,14,36,0
1270165,13,36,0
1270166,13,36,0
1270167,14,36,0
1270168,14,36,0
1270169,13,36,0
1270170,14,36,0
1270171,14,36,0
1270172,14,36,0
1270173,15,36,0
1270174,15,36,0
1270175,15,36,0
1270176,15,36,0
1270177,12,36,0
1270178,13,36,0
1270179,13,36,0
1270180,13,36,0
1270181,12,36,0
1270182,13,36,0
1270183,12,36,0
1270184,13,36,0
1270185,12,36,0
1270186,13,36,0
1270187,14,36,0
1270188,13,36,0
1270189,14,36,0
1270190,13,36,0
1270191,14,36,0
1270192,14,36,0
1270193,14,36,0
1270194,14,36,0
1270195,14,36,0
1270196,14,36,0
1270197,15,36,0
1270198,15,36,0
1270199,15,36,0
1270200,13,36,0
1270201,14,36,0
1270202,15,36,0
1270203,15,36,0
1270204,16,36,0
1270205,16,36,0
1270206,16,36,0
1270207,15,36,0
1270208,16,36,0
1270209,16,36,0
1270210,15,36,0
1270211,16,36,-1
1270212,13,36,0
1270213,13,36,0
1270214,14,36,0
1270215,14,36,0
1270216,14,36,-1
1270217,13,36,0
1270218,14,36,0
1270219,15,36,0
1270220,16,36,0
1270221,12,36,-1
1270222,11,36,1
1270223,12,36,1
1270224,12,36,-1
1270225,12,36,-1
1270226,12,36,1
1270227,12,36,-1
1270228,13,36,1
1270229,12,36,1
1270230,13,36,1
1270231,13,36,1
1270232,14,36,1
1270233,14,36,0
1270234,14,36,-1
1270235,15,36,1
1270236,16,36,0
1270237,16,36,0
1270238,15,36,-1
1270239,16,36,1
1270240,15,36,1
1270241,14,36,1
1270242,14,36,1
1270243,15,36,1
1270244,14,36,1
1270245,14,36,-1
1270246,14,36,-1
1270247,15,36,-1
1270248,16,36,-1
1270249,15,36,-1
1270250,16,36,2
1270251,16,36,-1
1270252,17,36,-1
1270253,17,36,2
1270254,16,36,-1
1270255,17,36,-1
1270256,18,36,-1
1270257,17,36,2
1270258,17,36,-1
1270259,18,36,-1
1270260,18,36,-1
1270261,17,36,-1
1270262,18,36,2
1270263,17,36,-1
1270264,18,36,-1
1270265,17,36,-1
1270266,14,36,-1
1270267,15,36,2
1270268,16,36,-1
1270269,16,36,-1
1270270,16,36,-1
1270271,17,36,2
1270272,17,36,-1
1270273,17,36,-1
1270274,16,36,-1
1270275,17,36,2
1270276,16,36,-1
1270277,17,36,-1
1270278,17,36,-1
1270279,17,36,2
1270280,17,36,-1
1270281,16,36,-1
1270282,17,36,-1
1270283,17,36,-1
1270284,16,36,-1
1270285,16,36,1
1270286,17,36,-1
1270287,17,36,-1
1270288,18,36,3
1270289,18,36,-1
1270290,18,36,-1
1270291,16,36,-1
1270292,17,36,-1
1270293,17,36,-1
1270294,17,36,1
1270295,18,36,-1
1270296,16,36,-1
1270297,17,36,2
1270298,18,36,-1
1270299,17,36,-1
1270300,18,36,-1
1270301,17,36,-1
1270302,15,36,-1
1270303,16,36,-1
1270304,16,36,-1
1270305,16,36,2
1270306,16,36,2
1270307,16,36,-1
1270308,17,36,-1
1270309,16,36,-1
1270310,16,36,-1
1270311,15,36,1
1270312,16,36,2
1270313,16,36,-1
1270314,16,36,-1
1270315,16,36,-1
1270316,16,36,-1
1270317,17,36,-1
1270318,17,36,-1
1270319,16,36,-1
1270320,17,36,2
1270321,17,36,-1
1270322,18,36,3
1270323,16,36,-1
1270324,17,36,-1
1270325,17,36,-1
1270326,17,36,-1
1270327,18,36,-1
1270328,18,36,3
1270329,18,36,-1
1270330,17,36,1
1270331,17,36,-1
1270332,16,36,-1
1270333,17,36,-1
1270334,16,36,1
1270335,17,36,-1
1270336,18,36,-1
1270337,18,36,2
1270338,17,36,1
1270339,18,36,-1
1270340,17,36,-1
1270341,18,36,-1
1270342,18,36,2
1270343,18,36,-1
1270344,19,36,-1
1270345,19,36,-1
1270346,19,36,2
1270347,19,36,-1
1270348,19,36,1
1270349,19,36,-1
1270350,19,36,-1
1270351,18,36,-1
1270352,19,36,-1
1270353,19,36,-1
1270354,20,36,-1
1270355,20,36,-1
1270356,17,36,1
1270357,18,36,2
1270358,18,36,-1
1270359,19,36,-1
1270360,19,36,-1
1270361,18,36,-1
1270362,15,36,-1
1270363,16,36,-1
1270364,16,36,-1
1270365,16,36,1
1270366,17,36,-1
1270367,18,36,-1
1270368,18,36,-1
1270369,18,36,-1
1270370,18,36,-1
1270371,18,36,-1
1270372,18,36,-1
1270373,17,36,-1
1270374,18,36,2
1270375,18,36,2
1270376,18,36,-1
1270377,16,36,-1
1270378,17,36,-1
1270379,17,36,-1
1270380,18,36,-1
1270381,18,36,-1
1270382,18,36,-1
1270383,18,36,1
1270384,18,36,-1
1270385,18,36,-1
1270386,18,36,-1
1270387,18,36,-1
1270388,17,36,-1
1270389,18,36,-1
1270390,19,36,3
1270391,18,36,1
1270392,19,36,-1
1270393,18,36,-1
1270394,19,36,-1
1270395,19,36,-1
1270396,18,36,-1
1270397,17,36,-1
1270398,14,36,-1
1270399,15,36,2
1270400,15,36,1
1270401,15,36,2
1270402,16,36,-1
1270403,16,36,-1
1270404,16,36,-1
1270405,16,36,-1
1270406,16,36,-1
1270407,15,36,-1
1270408,16,36,2
1270409,16,36,-1
1270410,16,36,-1
1270411,15,36,1
1270412,16,36,-1
1270413,15,36,-1
1270414,16,36,-1
1270415,16,36,-1
1270416,17,36,3
1270417,15,36,-1
1270418,16,36,-1
1270419,16,36,2
1270420,16,36,-1
1270421,15,36,-1
1270422,15,36,-1
1270423,15,36,-1
1270424,16,36,-1
1270425,15,36,-1
1270426,16,36,2
1270427,16,36,-1
1270428,17,36,-1
1270429,15,36,-1
1270430,16,36,-1
1270431,16,36,2
1270432,16,36,-1
1270433,17,36,-1
1270434,18,36,-1
1270435,18,36,4
1270436,18,36,-1
1270437,16,36,-1
1270438,17,36,-1
1270439,17,36,-1
1270440,17,36,-1
1270441,17,36,1
1270442,17,36,-1
1270443,18,36,-1
1270444,16,36,-1
1270445,17,36,2
1270446,16,36,-1
1270447,17,36,-1
1270448,17,36,-1
1270449,16,36,-1
1270450,17,36,-1
1270451,13,36,1
1270452,14,36,-1
1270453,14,36,-1
1270454,14,36,2
1270455,15,36,-1
1270456,15,36,-1
1270457,15,36,-1
1270458,16,36,-1
1270459,16,36,-1
1270460,17,36,-1
1270461,18,36,-1
1270462,15,36,1
1270463,16,36,2
1270464,15,36,-1
1270465,14,36,-1
1270466,15,36,1
1270467,15,36,-1
1270468,16,36,2
1270469,16,36,-1
1270470,15,36,-1
1270471,16,36,-1
1270472,16,36,-1
1270473,16,36,-1
1270474,16,36,1
1270475,17,36,-1
1270476,17,36,-1
1270477,17,36,-1
1270478,17,36,-1
1270479,17,36,-1
1270480,18,36,-1
1270481,18,36,-1
1270482,16,36,-1
1270483,17,36,2
1270484,17,36,2
1270485,17,36,-1
1270486,17,36,-1
1270487,17,36,-1
1270488,16,36,-1
1270489,17,36,2
1270490,16,36,-1
1270491,16,36,1
1270492,17,36,-1
1270493,17,36,-1
1270494,17,36,-1
1270495,17,36,-1
1270496,17,36,-1
1270497,17,36,-1
1270498,17,36,2
1270499,18,36,-1
1270500,18,36,2
1270501,18,36,-1
1270502,17,36,-1
1270503,16,36,-1
1270504,17,36,-1
1270505,17,36,-1
1270506,17,36,-1
1270507,17,36,1
1270508,17,36,-1
1270509,18,36,-1
1270510,18,36,-1
1270511,18,36,-1
1270512,18,36,-1
1270513,18,36,-1
1270514,16,36,1
1270515,17,36,-1
1270516,16,36,-1
1270517,17,36,2
1270518,17,36,-1
1270519,17,36,-1
1270520,14,36,-1
1270521,15,36,-1
1270522,16,36,3
1270523,16,36,-1
1270524,16,36,-1
1270525,15,36,1
1270526,16,36,-1
1270527,16,36,-1
1270528,15,36,-1
1270529,16,36,-1
1270530,17,36,3
1270531,16,36,-1
1270532,16,36,-1
1270533,16,36,-1
1270534,17,36,2
1270535,17,36,-1
1270536,17,36,-1
1270537,17,36,-1
1270538,16,36,1
1270539,15,36,-1
1270540,16,36,-1
1270541,16,36,-1
1270542,17,36,-1
1270543,17,36,-1
1270544,15,36,1
1270545,16,36,-1
1270546,16,36,2
1270547,17,36,-1
1270548,16,36,-1
1270549,17,36,-1
1270550,17,36,-1
1270551,14,36,-1
1270552,15,36,-1
1270553,15,36,2
1270554,16,36,-1
1270555,16,36,-1
1270556,16,36,3
1270557,16,36,-1
1270558,16,36,-1
1270559,16,36,-1
1270560,17,36,-1
1270561,17,36,-1
1270562,16,36,1
1270563,17,36,-1
1270564,17,36,2
1270565,17,36,-1
1270566,16,36,-1
1270567,16,36,-1
1270568,17,36,-1
1270569,16,36,-1
1270570,17,36,-1
1270571,15,36,-1
1270572,16,36,2
1270573,16,36,2
1270574,15,36,-1
1270575,16,36,-1
1270576,17,36,-1
1270577,18,36,-1
1270578,19,36,-1
1270579,19,36,-1
1270580,18,36,1
1270581,18,36,-1
1270582,15,36,-1
1270583,16,36,-1
1270584,15,36,-1
1270585,16,36,-1
1270586,16,36,-1
1270587,17,36,3
1270588,17,36,2
1270589,16,36,-1
1270590,17,36,-1
1270591,16,36,-1
1270592,16,36,-1
1270593,17,36,-1
1270594,17,36,2
1270595,18,36,3
1270596,15,36,-1
1270597,16,36,-1
1270598,17,36,-1
1270599,18,36,-1
1270600,18,36,-1
1270601,16,36,1
1270602,17,36,-1
1270603,18,36,-1
1270604,19,36,4
1270605,15,36,-1
1270606,16,36,-1
1270607,15,36,-1
1270608,16,36,-1
1270609,16,36,2
1270610,15,36,-1
1270611,16,36,2
1270612,16,36,-1
1270613,17,36,-1
1270614,16,36,-1
1270615,17,36,-1
1270616,17,36,-1
1270617,17,36,-1
1270618,17,36,2
1270619,17,36,-1
1270620,17,36,-1
1270621,17,36,1
1270622,14,36,-1
1270623,15,36,-1
1270624,16,36,-1
1270625,16,36,3
1270626,16,36,-1
1270627,16,36,-1
1270628,15,36,-1
1270629,15,36,-1
1270630,16,36,-1
1270631,15,36,-1
1270632,15,36,1
1270633,15,36,-1
1270634,16,36,2
1270635,15,36,-1
1270636,15,36,-1
1270637,15,36,-1
1270638,15,36,-1
1270639,16,36,-1
1270640,16,36,-1
1270641,16,36,-1
1270642,15,36,-1
1270643,16,36,2
1270644,15,36,1
1270645,16,36,-1
1270646,16,36,-1
1270647,17,36,1
1270648,17,36,-1
1270649,14,36,1
1270650,15,36,-1
1270651,15,36,-1
1270652,15,36,-1
1270653,15,36,-1
1270654,15,36,1
1270655,14,36,-1
1270656,15,36,2
1270657,15,36,-1
1270658,15,36,-1
1270659,16,36,-1
1270660,15,36,-1
1270661,15,36,-1
1270662,15,36,1
1270663,15,36,1
1270664,16,36,-1
1270665,16,36,-1
1270666,16,36,1
1270667,15,36,-1
1270668,16,36,-1
1270669,16,36,-1
1270670,16,36,-1
1270671,14,36,-1
1270672,15,36,-1
1270673,14,36,1
1270674,15,36,2
1270675,16,36,-1
1270676,16,36,-1
1270677,16,36,-1
1270678,15,36,1
1270679,16,36,2
1270680,15,36,-1
1270681,15,36,-1
1270682,16,36,2
1270683,16,36,-1
1270684,17,36,2
1270685,15,36,-1
1270686,16,36,-1
1270687,16,36,1
1270688,12,36,-1
1270689,13,36,-1
1270690,14,36,3
1270691,15,36,-1
1270692,14,36,-1
1270693,15,36,-1
1270694,15,36,-1
1270695,15,36,2
1270696,16,36,-1
1270697,15,36,-1
1270698,16,36,2
1270699,16,36,-1
1270700,16,36,-1
1270701,15,36,1
1270702,15,36,-1
1270703,16,36,-1
1270704,17,36,3
1270705,17,36,1
1270706,16,36,-1
1270707,16,36,1
1270708,16,36,-1
1270709,15,36,-1
1270710,16,36,-1
1270711,17,36,-1
1270712,13,36,1
1270713,14,36,-1
1270714,14,36,2
1270715,15,36,-1
1270716,15,36,-1
1270717,15,36,1
1270718,15,36,-1
1270719,16,36,-1
1270720,14,36,-1
1270721,15,36,2
1270722,15,36,-1
1270723,16,36,1
1270724,16,36,-1
1270725,15,36,-1
1270726,15,36,-1
1270727,16,36,2
1270728,15,36,-1
1270729,15,36,1
1270730,16,36,-1
1270731,14,36,-1
1270732,15,36,-1
1270733,16,36,-1
1270734,15,36,1
1270735,15,36,-1
1270736,16,36,-1
1270737,16,36,-1
1270738,17,36,-1
1270739,17,36,-1
1270740,16,36,1
1270741,16,36,1
1270742,15,36,-1
1270743,16,36,2
1270744,16,36,-1
1270745,16,36,-1
1270746,15,36,1
1270747,16,36,-1
1270748,16,36,-1
1270749,17,36,3
1270750,17,36,-1
1270751,17,36,1
1270752,17,36,-1
1270753,16,36,1
1270754,17,36,-1
1270755,15,36,-1
1270756,16,36,2
1270757,17,36,-1
1270758,15,36,1
1270759,16,36,-1
1270760,15,36,-1
1270761,16,36,2
1270762,16,36,-1
1270763,16,36,-1
1270764,17,36,-1
1270765,16,36,-1
1270766,16,36,1
1270767,16,36,-1
1270768,12,36,1
1270769,13,36,1
1270770,14,36,-1
1270771,15,36,-1
1270772,15,36,-1
1270773,14,36,-1
1270774,15,36,-1
1270775,15,36,1
1270776,15,36,2
1270777,15,36,-1
1270778,14,36,-1
1270779,15,36,2
1270780,16,36,2
1270781,16,36,-1
1270782,13,36,-1
1270783,14,36,2
1270784,14,36,-1
1270785,15,36,1
1270786,15,36,-1
1270787,14,36,-1
1270788,15,36,-1
1270789,15,36,-1
1270790,16,36,-1
1270791,15,36,1
1270792,15,36,-1
1270793,14,36,-1
1270794,15,36,2
1270795,15,36,-1
1270796,15,36,-1
1270797,14,36,-1
1270798,15,36,1
1270799,10,36,-1
1270800,11,36,-1
1270801,12,36,1
1270802,13,36,1
1270803,13,36,1
1270804,12,36,-1
1270805,11,36,1
1270806,12,36,2
1270807,13,36,-1
1270808,13,36,-1
1270809,14,36,-1
1270810,12,36,1
1270811,13,36,-1
1270812,13,36,2
1270813,14,36,1
1270814,15,36,-1
1270815,15,36,-1
1270816,14,36,1
1270817,15,36,-1
1270818,14,36,1
1270819,15,36,-1
1270820,15,36,-1
1270821,15,36,-1
1270822,15,36,1
1270823,15,36,-1
1270824,11,36,1
1270825,11,36,-1
1270826,12,36,1
1270827,13,36,-1
1270828,13,36,-1
1270829,12,36,1
1270830,13,36,0
1270831,14,36,0
1270832,14,36,0
1270833,15,36,0
1270834,15,36,0
1270835,15,36,0
1270836,16,36,0
1270837,15,36,0
1270838,14,36,0
1270839,15,36,0
1270840,15,36,0
1270841,15,36,0
1270842,16,36,0
1270843,14,36,0
1270844,14,36,0
1270845,15,36,0
1270846,15,36,0
1270847,15,36,0
1270848,15,36,0
1270849,16,36,0
1270850,16,36,0
1270851,16,36,0
1270852,15,36,0
1270853,15,36,0
1270854,14,36,0
1270855,15,36,0
1270856,15,36,0
1270857,15,36,0
1270858,16,36,0
1270859,15,36,0
1270860,16,36,0
1270861,16,36,0
1270862,16,36,0
1270863,16,36,0
1270864,17,36,0
1270865,16,36,0
1270866,16,36,0
1270867,17,36,0
1270868,17,36,0
1270869,17,36,0
1270870,17,36,0
1270871,16,36,0
1270872,16,36,0
1270873,17,36,0
1270874,16,36,0
1270875,17,36,0
1270876,15,36,-1
1270877,13,36,0
1270878,14,36,0
1270879,15,36,0
1270880,13,36,0
1270881,14,36,-1
1270882,13,36,0
1270883,14,36,0
1270884,15,36,0
1270885,16,36,-1
1270886,15,36,0
1270887,12,36,0
1270888,13,36,0
1270889,14,36,0
1270890,13,36,-1
1270891,14,36,1
1270892,13,36,0
1270893,14,36,0
1270894,14,36,0
1270895,15,36,-1
1270896,15,36,0
1270897,12,36,0
1270898,13,36,0
1270899,14,36,-1
1270900,13,36,0
1270901,14,36,0
1270902,13,36,0
1270903,14,36,-1
1270904,14,36,0
1270905,13,36,0
1270906,13,36,0
1270907,14,36,-1
1270908,14,36,0
1270909,15,36,-1
1270910,16,36,0
1270911,16,36,-1
1270912,15,36,0
1270913,16,36,0
1270914,14,36,0
1270915,15,36,-1
1270916,15,36,0
1270917,16,36,0
1270918,15,36,0
1270919,15,36,-1
1270920,16,36,0
1270921,16,36,0
1270922,16,36,-1
1270923,12,36,0
1270924,12,36,-1
1270925,13,36,0
1270926,13,36,0
1270927,13,36,-1
