height,allInterlinks,validInterlinks,missingPtrs
1263430,9,36,0
1263431,8,36,-1
1263432,9,36,0
1263433,9,36,0
1263434,8,36,0
1263435,9,36,0
1263436,7,36,0
1263437,7,36,-1
1263438,8,36,0
1263439,8,36,0
1263440,2,36,0
1263441,3,36,0
1263442,3,36,0
1263443,3,36,0
1263444,4,36,0
1263445,3,36,-1
1263446,4,36,0
1263447,4,36,0
1263448,4,36,0
1263449,4,36,0
1263450,3,36,0
1263451,4,36,0
1263452,5,36,0
1263453,4,36,0
1263454,5,36,0
1263455,5,36,0
1263456,4,36,0
1263457,5,36,0
1263458,5,36,0
1263459,4,36,0
1263460,5,36,0
1263461,5,36,0
1263462,4,36,-1
1263463,5,36,0
1263464,5,36,-1
1263465,5,36,0
1263466,6,36,0
1263467,6,36,0
1263468,4,36,0
1263469,5,36,0
1263470,5,36,0
1263471,5,36,0
1263472,6,36,0
1263473,6,36,0
1263474,5,36,0
1263475,6,36,0
1263476,3,36,0
1263477,4,36,0
1263478,4,36,0
1263479,5,36,0
1263480,5,36,0
1263481,5,36,0
1263482,5,36,0
1263483,4,36,-1
1263484,5,36,0
1263485,6,36,0
1263486,5,36,-1
1263487,4,36,1
1263488,5,36,0
1263489,5,36,0
1263490,6,36,0
1263491,7,36,0
1263492,7,36,0
1263493,6,36,0
1263494,5,36,0
1263495,6,36,0
1263496,6,36,0
1263497,6,36,0
1263498,5,36,-1
1263499,6,36,0
1263500,5,36,0
1263501,5,36,0
1263502,5,36,0
1263503,5,36,0
1263504,6,36,0
1263505,4,36,0
1263506,5,36,0
1263507,6,36,0
1263508,5,36,0
1263509,5,36,0
1263510,6,36,0
1263511,7,36,0
1263512,5,36,-1
1263513,6,36,0
1263514,5,36,0
1263515,6,36,0
1263516,6,36,0
1263517,6,36,0
1263518,7,36,-1
1263519,7,36,0
1263520,7,36,0
1263521,6,36,0
1263522,6,36,0
1263523,4,36,0
1263524,5,36,0
1263525,5,36,0
1263526,5,36,0
1263527,5,36,0
1263528,5,36,0
1263529,5,36,0
1263530,5,36,0
1263531,6,36,0
1263532,3,36,0
1263533,4,36,0
1263534,4,36,0
1263535,5,36,0
1263536,6,36,0
1263537,7,36,0
1263538,6,36,0
1263539,5,36,0
1263540,6,36,0
1263541,6,36,0
1263542,4,36,0
1263543,5,36,0
1263544,5,36,0
1263545,6,36,0
1263546,5,36,0
1263547,6,36,-1
1263548,7,36,0
1263549,6,36,0
1263550,7,36,0
1263551,7,36,0
1263552,6,36,-1
1263553,6,36,0
1263554,5,36,0
1263555,6,36,0
1263556,5,36,0
1263557,6,36,0
1263558,6,36,0
1263559,7,36,0
1263560,6,36,0
1263561,6,36,0
1263562,6,36,0
1263563,6,36,0
1263564,6,36,0
1263565,6,36,0
1263566,7,36,0
1263567,7,36,0
1263568,7,36,0
1263569,8,36,0
1263570,3,36,0
1263571,4,36,-1
1263572,5,36,0
1263573,4,36,0
1263574,5,36,0
1263575,5,36,0
1263576,5,36,0
1263577,5,36,0
1263578,6,36,0
1263579,6,36,0
1263580,6,36,0
1263581,6,36,0
1263582,5,36,0
1263583,6,36,0
1263584,4,36,0
1263585,5,36,-1
1263586,6,36,0
1263587,5,36,0
1263588,5,36,0
1263589,5,36,0
1263590,6,36,0
1263591,7,36,-1
1263592,5,36,0
1263593,5,36,0
1263594,6,36,0
1263595,7,36,0
1263596,6,36,0
1263597,6,36,0
1263598,7,36,0
1263599,6,36,0
1263600,6,36,0
1263601,7,36,0
1263602,7,36,0
1263603,6,36,0
1263604,7,36,0
1263605,5,36,0
1263606,5,36,0
1263607,6,36,0
1263608,7,36,0
1263609,6,36,0
1263610,6,36,0
1263611,7,36,0
1263612,8,36,0
1263613,8,36,0
1263614,9,36,0
1263615,4,36,0
1263616,5,36,0
1263617,6,36,0
1263618,5,36,0
1263619,6,36,0
1263620,7,36,0
1263621,5,36,0
1263622,2,36,0
1263623,3,36,0
1263624,3,36,0
1263625,4,36,0
1263626,4,36,0
1263627,5,36,0
1263628,6,36,0
1263629,6,36,0
1263630,5,36,0
1263631,5,36,0
1263632,5,36,0
1263633,6,36,0
1263634,4,36,0
1263635,4,36,-1
1263636,3,36,0
1263637,4,36,-1
1263638,5,36,0
1263639,6,36,0
1263640,4,36,0
1263641,5,36,-1
1263642,5,36,0
1263643,3,36,0
1263644,3,36,0
1263645,4,36,0
1263646,3,36,0
1263647,4,36,0
1263648,4,36,0
1263649,5,36,0
1263650,4,36,0
1263651,5,36,0
1263652,4,36,0
1263653,5,36,0
1263654,6,36,0
1263655,5,36,0
1263656,5,36,0
1263657,6,36,0
1263658,6,36,0
1263659,6,36,0
1263660,7,36,0
1263661,7,36,-1
1263662,7,36,0
1263663,4,36,0
1263664,5,36,0
1263665,6,36,0
1263666,5,36,0
1263667,3,36,0
1263668,4,36,-1
1263669,4,36,0
1263670,5,36,0
1263671,5,36,0
1263672,6,36,0
1263673,5,36,0
1263674,5,36,0
1263675,5,36,0
1263676,5,36,0
1263677,6,36,0
1263678,6,36,0
1263679,6,36,0
1263680,6,36,0
1263681,7,36,-1
1263682,7,36,0
1263683,7,36,0
1263684,5,36,0
1263685,6,36,0
1263686,6,36,0
1263687,7,36,0
1263688,6,36,0
1263689,7,36,0
1263690,7,36,0
1263691,8,36,0
1263692,9,36,0
1263693,9,36,0
1263694,9,36,0
1263695,7,36,0
1263696,7,36,0
1263697,7,36,0
1263698,7,36,0
1263699,6,36,0
1263700,6,36,0
1263701,7,36,0
1263702,8,36,0
1263703,9,36,0
1263704,9,36,0
1263705,7,36,0
1263706,8,36,0
1263707,8,36,0
1263708,8,36,0
1263709,9,36,0
1263710,7,36,0
1263711,6,36,0
1263712,7,36,0
1263713,8,36,0
1263714,7,36,0
1263715,8,36,0
1263716,7,36,0
1263717,6,36,0
1263718,7,36,0
1263719,8,36,0
1263720,8,36,0
1263721,8,36,0
1263722,7,36,0
1263723,8,36,0
1263724,9,36,0
1263725,8,36,0
1263726,7,36,0
1263727,8,36,0
1263728,4,36,0
1263729,5,36,0
1263730,5,36,0
1263731,3,36,0
1263732,4,36,0
1263733,4,36,0
1263734,4,36,0
1263735,5,36,0
1263736,6,36,0
1263737,4,36,0
1263738,5,36,0
1263739,5,36,0
1263740,4,36,0
1263741,5,36,0
1263742,5,36,0
1263743,6,36,0
1263744,5,36,0
1263745,5,36,0
1263746,6,36,0
1263747,6,36,0
1263748,5,36,0
1263749,6,36,0
1263750,6,36,0
1263751,6,36,0
1263752,7,36,0
1263753,5,36,0
1263754,6,36,0
1263755,5,36,0
1263756,4,36,0
1263757,5,36,0
1263758,5,36,0
1263759,5,36,-1
1263760,6,36,0
1263761,7,36,0
1263762,6,36,0
1263763,5,36,0
1263764,6,36,0
1263765,6,36,0
1263766,7,36,0
1263767,7,36,0
1263768,8,36,0
1263769,6,36,0
1263770,7,36,0
1263771,6,36,0
1263772,6,36,0
1263773,7,36,0
1263774,7,36,0
1263775,7,36,0
1263776,7,36,0
1263777,7,36,0
1263778,6,36,0
1263779,5,36,0
1263780,6,36,-1
1263781,6,36,0
1263782,7,36,0
1263783,8,36,0
1263784,7,36,0
1263785,6,36,0
1263786,7,36,0
1263787,8,36,0
1263788,8,36,0
1263789,7,36,0
1263790,8,36,-1
1263791,7,36,0
1263792,8,36,0
1263793,6,36,0
1263794,7,36,0
1263795,6,36,0
1263796,6,36,0
1263797,5,36,0
1263798,6,36,-1
1263799,6,36,0
1263800,7,36,0
1263801,6,36,0
1263802,6,36,0
1263803,7,36,0
1263804,8,36,0
1263805,7,36,0
1263806,6,36,-1
1263807,6,36,0
1263808,6,36,0
1263809,6,36,0
1263810,7,36,0
1263811,7,36,0
1263812,8,36,0
1263813,9,36,0
1263814,9,36,0
1263815,8,36,0
1263816,8,36,0
1263817,8,36,0
1263818,9,36,0
1263819,9,36,0
1263820,8,36,0
1263821,9,36,0
1263822,8,36,0
1263823,9,36,0
1263824,7,36,0
1263825,7,36,-1
1263826,6,36,0
1263827,6,36,0
1263828,7,36,0
1263829,7,36,0
1263830,8,36,0
1263831,7,36,0
1263832,8,36,-1
1263833,8,36,0
1263834,7,36,0
1263835,6,36,-1
1263836,7,36,1
1263837,4,36,1
1263838,3,36,1
1263839,4,36,0
1263840,5,36,0
1263841,4,36,0
1263842,5,36,0
1263843,5,36,0
1263844,4,36,0
1263845,4,36,0
1263846,5,36,0
1263847,5,36,0
1263848,6,36,0
1263849,6,36,0
1263850,6,36,0
1263851,7,36,0
1263852,6,36,0
1263853,6,36,0
1263854,7,36,0
1263855,8,36,0
1263856,4,36,0
1263857,5,36,0
1263858,4,36,0
1263859,5,36,0
1263860,6,36,0
1263861,5,36,0
1263862,6,36,0
1263863,7,36,0
1263864,7,36,0
1263865,6,36,0
1263866,7,36,0
1263867,8,36,-1
1263868,6,36,0
1263869,6,36,0
1263870,6,36,0
1263871,7,36,0
1263872,6,36,0
1263873,5,36,0
1263874,6,36,0
1263875,7,36,0
1263876,8,36,0
1263877,7,36,0
1263878,7,36,0
1263879,8,36,0
1263880,6,36,0
1263881,7,36,0
1263882,6,36,0
1263883,7,36,0
1263884,7,36,0
1263885,8,36,0
1263886,9,36,0
1263887,6,36,0
1263888,7,36,0
1263889,8,36,0
1263890,5,36,0
1263891,6,36,0
1263892,7,36,0
1263893,6,36,0
1263894,6,36,0
1263895,7,36,-1
1263896,7,36,0
1263897,7,36,0
1263898,7,36,0
1263899,4,36,0
1263900,5,36,0
1263901,5,36,0
1263902,5,36,0
1263903,6,36,0
1263904,7,36,0
1263905,6,36,0
1263906,7,36,0
1263907,7,36,0
1263908,5,36,0
1263909,6,36,0
1263910,6,36,-1
1263911,6,36,0
1263912,6,36,-1
1263913,7,36,1
1263914,7,36,0
1263915,7,36,0
1263916,8,36,0
1263917,7,36,0
1263918,8,36,0
1263919,6,36,0
1263920,7,36,0
1263921,8,36,0
1263922,6,36,0
1263923,6,36,0
1263924,7,36,0
1263925,7,36,0
1263926,7,36,0
1263927,7,36,0
1263928,8,36,0
1263929,7,36,0
1263930,8,36,0
1263931,6,36,0
1263932,7,36,0
1263933,8,36,0
1263934,8,36,0
1263935,9,36,0
1263936,7,36,-1
1263937,8,36,0
1263938,9,36,0
1263939,9,36,0
1263940,7,36,0
1263941,5,36,-1
1263942,6,36,0
1263943,7,36,0
1263944,6,36,0
1263945,7,36,0
1263946,7,36,0
1263947,7,36,0
1263948,6,36,0
1263949,7,36,0
1263950,8,36,0
1263951,8,36,0
1263952,7,36,0
1263953,6,36,0
1263954,7,36,0
1263955,8,36,0
1263956,8,36,0
1263957,9,36,0
1263958,10,36,0
1263959,7,36,0
1263960,8,36,0
1263961,9,36,0
1263962,8,36,0
1263963,5,36,-1
1263964,6,36,0
1263965,6,36,-1
1263966,6,36,0
1263967,6,36,0
1263968,7,36,0
1263969,2,36,0
1263970,3,36,-1
1263971,3,36,0
1263972,4,36,0
1263973,4,36,0
1263974,4,36,0
1263975,5,36,0
1263976,5,36,0
1263977,3,36,0
1263978,4,36,0
1263979,4,36,0
1263980,5,36,0
1263981,5,36,0
1263982,5,36,0
1263983,6,36,0
1263984,4,36,0
1263985,5,36,0
1263986,5,36,0
1263987,5,36,0
1263988,6,36,0
1263989,6,36,0
1263990,7,36,0
1263991,7,36,0
1263992,8,36,0
1263993,6,36,0
1263994,6,36,0
1263995,7,36,0
1263996,7,36,0
1263997,7,36,0
1263998,7,36,0
1263999,6,36,0
1264000,5,36,0
1264001,6,36,0
1264002,6,36,0
1264003,6,36,0
1264004,6,36,0
1264005,6,36,0
1264006,6,36,0
1264007,6,36,0
1264008,6,36,0
1264009,7,36,0
1264010,6,36,-1
1264011,7,36,0
1264012,7,36,0
1264013,8,36,0
1264014,7,36,0
1264015,8,36,0
1264016,6,36,0
1264017,4,36,0
1264018,5,36,-1
1264019,5,36,0
1264020,5,36,0
1264021,6,36,0
1264022,6,36,0
1264023,5,36,0
1264024,6,36,0
1264025,7,36,0
1264026,8,36,0
1264027,6,36,0
1264028,7,36,0
1264029,8,36,0
1264030,6,36,0
1264031,6,36,0
1264032,6,36,0
1264033,7,36,0
1264034,5,36,0
1264035,5,36,0
1264036,6,36,0
1264037,6,36,0
1264038,6,36,0
1264039,6,36,0
1264040,7,36,0
1264041,8,36,0
1264042,9,36,0
1264043,7,36,0
1264044,6,36,0
1264045,7,36,0
1264046,7,36,0
1264047,7,36,0
1264048,6,36,0
1264049,7,36,0
1264050,7,36,-1
1264051,7,36,0
1264052,6,36,0
1264053,7,36,0
1264054,5,36,0
1264055,6,36,0
1264056,7,36,0
1264057,7,36,0
1264058,8,36,0
1264059,6,36,0
1264060,6,36,0
1264061,7,36,0
1264062,7,36,0
1264063,7,36,0
1264064,5,36,0
1264065,6,36,0
1264066,6,36,0
1264067,7,36,0
1264068,8,36,0
1264069,7,36,0
1264070,8,36,0
1264071,8,36,0
1264072,8,36,0
1264073,8,36,0
1264074,9,36,0
1264075,5,36,0
1264076,6,36,0
1264077,6,36,0
1264078,6,36,0
1264079,7,36,0
1264080,5,36,0
1264081,6,36,0
1264082,7,36,0
1264083,7,36,0
1264084,6,36,0
1264085,2,36,0
1264086,3,36,0
1264087,4,36,0
1264088,5,36,0
1264089,4,36,0
1264090,3,36,0
1264091,4,36,0
1264092,4,36,0
1264093,4,36,0
1264094,4,36,0
1264095,5,36,0
1264096,3,36,0
1264097,4,36,0
1264098,5,36,0
1264099,4,36,0
1264100,4,36,0
1264101,3,36,0
1264102,4,36,0
1264103,4,36,0
1264104,4,36,0
1264105,5,36,0
1264106,4,36,0
1264107,5,36,0
1264108,4,36,0
1264109,5,36,0
1264110,5,36,0
1264111,4,36,0
1264112,5,36,0
1264113,6,36,0
1264114,5,36,0
1264115,6,36,0
1264116,7,36,0
1264117,3,36,0
1264118,4,36,0
1264119,5,36,-1
1264120,4,36,0
1264121,4,36,0
1264122,3,36,0
1264123,4,36,0
1264124,5,36,0
1264125,5,36,0
1264126,6,36,0
1264127,6,36,0
1264128,5,36,-1
1264129,6,36,0
1264130,7,36,0
1264131,8,36,0
1264132,9,36,0
1264133,9,36,0
1264134,9,36,0
1264135,8,36,-1
1264136,9,36,0
1264137,9,36,0
1264138,7,36,0
1264139,8,36,0
1264140,9,36,0
1264141,9,36,0
1264142,9,36,0
1264143,9,36,0
1264144,9,36,0
1264145,9,36,0
1264146,7,36,-1
1264147,8,36,0
1264148,8,36,-1
1264149,7,36,0
1264150,7,36,0
1264151,8,36,0
1264152,8,36,0
1264153,8,36,0
1264154,9,36,0
1264155,8,36,0
1264156,7,36,0
1264157,8,36,0
1264158,8,36,-1
1264159,8,36,0
1264160,7,36,0
1264161,8,36,0
1264162,8,36,0
1264163,9,36,0
1264164,7,36,-1
1264165,8,36,0
1264166,9,36,0
1264167,8,36,0
1264168,8,36,0
1264169,8,36,0
1264170,7,36,0
1264171,4,36,0
1264172,5,36,0
1264173,6,36,0
1264174,6,36,0
1264175,6,36,0
1264176,6,36,0
1264177,5,36,0
1264178,6,36,-1
1264179,6,36,0
1264180,7,36,0
1264181,7,36,0
1264182,7,36,0
1264183,7,36,0
1264184,6,36,0
1264185,6,36,0
1264186,7,36,0
1264187,7,36,0
1264188,7,36,0
1264189,7,36,0
1264190,5,36,0
1264191,6,36,0
1264192,6,36,0
1264193,6,36,0
1264194,7,36,-1
1264195,7,36,0
1264196,7,36,0
1264197,8,36,0
1264198,8,36,0
1264199,8,36,0
1264200,9,36,-1
1264201,9,36,-1
1264202,9,36,-1
1264203,10,36,-1
1264204,10,36,-1
1264205,10,36,-1
1264206,9,36,-1
1264207,10,36,-1
1264208,10,36,-1
1264209,11,36,-1
1264210,10,36,-1
1264211,9,36,-1
1264212,9,36,-1
1264213,10,36,-1
1264214,11,36,-1
1264215,11,36,-1
1264216,12,36,-1
1264217,12,36,-1
1264218,12,36,-1
1264219,11,36,-1
1264220,11,36,-1
1264221,11,36,-1
1264222,12,36,-1
1264223,11,36,-1
1264224,12,36,-1
1264225,12,36,-1
1264226,13,36,-1
1264227,13,36,-1
1264228,13,36,-1
1264229,12,36,-1
1264230,13,36,-1
1264231,8,36,-1
1264232,5,36,-1
1264233,6,36,-1
1264234,6,36,-1
1264235,7,36,-1
1264236,7,36,-1
1264237,8,36,-1
1264238,8,36,-1
1264239,8,36,-1
1264240,8,36,-1
1264241,8,36,-1
1264242,7,36,-1
1264243,8,36,-1
1264244,8,36,-1
1264245,8,36,-1
1264246,8,36,-1
1264247,5,36,-1
1264248,6,36,-1
1264249,6,36,-1
1264250,7,36,-1
1264251,8,36,-1
1264252,9,36,-1
1264253,7,36,-1
1264254,8,36,-1
1264255,8,36,-1
1264256,9,36,-1
1264257,4,36,-1
1264258,5,36,-1
1264259,5,36,-1
1264260,6,36,-1
1264261,5,36,-1
1264262,5,36,-1
1264263,5,36,-1
1264264,5,36,-1
1264265,6,36,-1
1264266,6,36,-1
1264267,7,36,-1
1264268,6,36,-1
1264269,7,36,-1
1264270,8,36,-1
1264271,7,36,-1
1264272,6,36,-1
1264273,7,36,-1
1264274,7,36,-1
1264275,7,36,-1
1264276,8,36,-1
1264277,7,36,-1
1264278,5,36,-1
1264279,6,36,-1
1264280,6,36,-1
1264281,6,36,-1
1264282,7,36,-1
1264283,7,36,-1
1264284,6,36,-1
1264285,7,36,-1
1264286,6,36,-1
1264287,7,36,-1
1264288,4,36,-1
1264289,5,36,-1
1264290,5,36,-1
1264291,6,36,-1
1264292,7,36,-1
1264293,6,36,-1
1264294,6,36,-1
1264295,5,36,-1
1264296,5,36,-1
1264297,6,36,-1
1264298,7,36,-1
1264299,6,36,-1
1264300,7,36,-1
1264301,7,36,-1
1264302,7,36,-1
1264303,8,36,-1
1264304,7,36,-1
1264305,7,36,-1
1264306,8,36,-1
1264307,7,36,-1
1264308,6,36,-1
1264309,7,36,-1
1264310,5,36,-1
1264311,6,36,-1
1264312,6,36,-1
1264313,7,36,-1
1264314,7,36,-1
1264315,6,36,-1
1264316,7,36,-1
1264317,5,36,-1
1264318,6,36,-1
1264319,6,36,-1
1264320,7,36,-1
1264321,7,36,-1
1264322,7,36,-1
1264323,7,36,-1
1264324,6,36,-1
1264325,6,36,-1
1264326,7,36,-1
1264327,6,36,-1
1264328,6,36,-1
1264329,6,36,-1
1264330,7,36,-1
1264331,8,36,-1
1264332,8,36,-1
1264333,9,36,-1
1264334,8,36,-1
1264335,7,36,-1
1264336,7,36,-1
1264337,8,36,-1
1264338,8,36,-1
1264339,9,36,-1
1264340,8,36,-1
1264341,7,36,-1
1264342,6,36,-1
1264343,7,36,-1
1264344,8,36,-1
1264345,7,36,-1
1264346,8,36,-1
1264347,8,36,-1
1264348,8,36,-1
1264349,8,36,-1
1264350,8,36,-1
1264351,9,36,-1
1264352,8,36,-1
1264353,9,36,-1
1264354,10,36,-1
1264355,10,36,-1
1264356,8,36,-1
1264357,9,36,-1
1264358,9,36,-1
1264359,5,36,-1
1264360,6,36,-1
1264361,7,36,-1
1264362,6,36,-1
1264363,7,36,-1
1264364,6,36,-1
1264365,6,36,-1
1264366,6,36,-1
1264367,6,36,-1
1264368,6,36,-1
1264369,7,36,-1
1264370,6,36,-1
1264371,7,36,-1
1264372,6,36,-1
1264373,6,36,-1
1264374,6,36,-1
1264375,6,36,-1
1264376,6,36,-1
1264377,7,36,-1
1264378,7,36,-1
1264379,6,36,-1
1264380,7,36,-1
1264381,7,36,-1
1264382,7,36,-1
1264383,8,36,-1
1264384,6,36,-1
1264385,7,36,-1
1264386,7,36,-1
1264387,8,36,-1
1264388,6,36,-1
1264389,7,36,-1
1264390,6,36,-1
1264391,7,36,-1
1264392,8,36,-1
1264393,8,36,-1
1264394,7,36,-1
1264395,8,36,-1
1264396,8,36,-1
1264397,9,36,-1
1264398,8,36,-1
1264399,9,36,-1
1264400,9,36,-1
1264401,9,36,-1
1264402,9,36,-1
1264403,9,36,-1
1264404,10,36,-1
1264405,9,36,-1
1264406,8,36,-1
1264407,9,36,-1
1264408,9,36,-1
1264409,9,36,-1
1264410,7,36,-1
1264411,8,36,-1
1264412,8,36,-1
1264413,7,36,-1
1264414,8,36,-1
1264415,9,36,-1
1264416,10,36,-1
1264417,6,36,-1
1264418,7,36,-1
1264419,7,36,-1
1264420,7,36,-1
1264421,7,36,-1
1264422,7,36,-1
1264423,8,36,-1
1264424,8,36,-1
1264425,8,36,-1
1264426,9,36,-1
1264427,8,36,1
1264428,9,36,0
1264429,9,36,0
1264430,8,36,0
1264431,6,36,0
1264432,7,36,0
1264433,7,36,0
1264434,8,36,0
1264435,7,36,0
1264436,8,36,-1
1264437,8,36,0
1264438,7,36,0
1264439,8,36,0
1264440,7,36,0
1264441,8,36,0
1264442,8,36,0
1264443,8,36,0
1264444,8,36,0
1264445,8,36,0
1264446,5,36,0
1264447,6,36,0
1264448,6,36,0
1264449,6,36,0
1264450,7,36,0
1264451,7,36,0
1264452,7,36,0
1264453,7,36,0
1264454,6,36,0
1264455,7,36,0
1264456,7,36,0
1264457,8,36,0
1264458,8,36,0
1264459,6,36,0
1264460,7,36,0
1264461,7,36,0
1264462,7,36,0
1264463,7,36,0
1264464,8,36,0
1264465,7,36,0
1264466,8,36,-1
1264467,7,36,0
1264468,8,36,0
1264469,8,36,0
1264470,7,36,0
1264471,8,36,0
1264472,8,36,0
1264473,8,36,0
1264474,6,36,0
1264475,7,36,0
1264476,7,36,0
1264477,7,36,-1
1264478,6,36,0
1264479,7,36,0
1264480,4,36,0
1264481,5,36,0
1264482,5,36,0
1264483,5,36,0
1264484,5,36,0
1264485,5,36,0
1264486,6,36,0
1264487,6,36,0
1264488,7,36,0
1264489,6,36,0
1264490,6,36,0
1264491,5,36,0
1264492,6,36,0
1264493,7,36,0
1264494,8,36,0
1264495,7,36,0
1264496,8,36,0
1264497,7,36,0
1264498,6,36,0
1264499,7,36,0
1264500,7,36,0
1264501,7,36,0
1264502,7,36,0
1264503,7,36,0
1264504,8,36,0
1264505,6,36,0
1264506,7,36,0
1264507,8,36,0
1264508,6,36,0
1264509,6,36,0
1264510,2,36,0
1264511,3,36,0
1264512,4,36,0
1264513,3,36,0
1264514,3,36,0
1264515,3,36,0
1264516,4,36,0
1264517,4,36,0
1264518,3,36,0
1264519,4,36,0
1264520,4,36,0
1264521,4,36,0
1264522,5,36,0
1264523,5,36,0
1264524,5,36,0
1264525,3,36,-1
1264526,3,36,0
1264527,4,36,0
1264528,3,36,0
1264529,4,36,0
1264530,3,36,0
1264531,3,36,0
1264532,4,36,0
1264533,5,36,0
1264534,4,36,0
1264535,5,36,0
1264536,4,36,0
1264537,4,36,0
1264538,5,36,0
1264539,5,36,0
1264540,5,36,0
1264541,5,36,0
1264542,6,36,-1
1264543,5,36,0
1264544,3,36,0
1264545,4,36,0
1264546,4,36,0
1264547,5,36,0
1264548,6,36,0
1264549,3,36,0
1264550,4,36,0
1264551,5,36,0
1264552,4,36,0
1264553,5,36,0
1264554,6,36,0
1264555,5,36,0
1264556,5,36,-1
1264557,5,36,0
1264558,6,36,0
1264559,5,36,0
1264560,6,36,0
1264561,4,36,0
1264562,5,36,0
1264563,5,36,0
1264564,6,36,0
1264565,5,36,0
1264566,6,36,0
1264567,5,36,0
1264568,6,36,0
1264569,6,36,0
1264570,5,36,0
1264571,5,36,0
1264572,6,36,0
1264573,5,36,0
1264574,5,36,0
1264575,5,36,0
1264576,6,36,0
1264577,6,36,0
1264578,5,36,0
1264579,6,36,0
1264580,4,36,0
1264581,5,36,0
1264582,5,36,0
1264583,5,36,0
1264584,5,36,0
1264585,6,36,0
1264586,6,36,-1
1264587,4,36,0
1264588,5,36,0
1264589,5,36,0
1264590,6,36,0
1264591,5,36,0
1264592,6,36,0
1264593,5,36,0
1264594,6,36,0
1264595,6,36,-1
1264596,7,36,0
1264597,6,36,0
1264598,7,36,0
1264599,6,36,0
1264600,6,36,0
1264601,6,36,0
1264602,6,36,0
1264603,6,36,0
1264604,7,36,0
1264605,6,36,0
1264606,7,36,0
1264607,8,36,0
1264608,8,36,0
1264609,7,36,0
1264610,8,36,0
1264611,8,36,0
1264612,6,36,-1
1264613,7,36,0
1264614,8,36,0
1264615,7,36,0
1264616,8,36,0
1264617,6,36,0
1264618,7,36,0
1264619,8,36,0
1264620,7,36,0
1264621,8,36,0
1264622,9,36,-1
1264623,9,36,0
1264624,4,36,0
1264625,5,36,0
1264626,6,36,0
1264627,6,36,0
1264628,5,36,0
1264629,6,36,0
1264630,6,36,-1
1264631,6,36,0
1264632,6,36,0
1264633,6,36,0
1264634,7,36,0
1264635,6,36,0
1264636,5,36,-1
1264637,5,36,0
1264638,6,36,0
1264639,7,36,0
1264640,6,36,0
1264641,7,36,0
1264642,7,36,0
1264643,8,36,0
1264644,6,36,0
1264645,6,36,0
1264646,7,36,0
1264647,8,36,0
1264648,7,36,0
1264649,8,36,-1
1264650,8,36,0
1264651,7,36,0
1264652,8,36,0
1264653,8,36,0
1264654,7,36,0
1264655,8,36,0
1264656,6,36,0
1264657,7,36,0
1264658,7,36,-1
1264659,4,36,0
1264660,5,36,0
1264661,5,36,0
1264662,6,36,0
1264663,7,36,0
1264664,7,36,0
1264665,6,36,0
1264666,7,36,0
1264667,7,36,0
1264668,6,36,0
1264669,6,36,0
1264670,7,36,0
1264671,3,36,0
1264672,4,36,0
1264673,5,36,0
1264674,5,36,0
1264675,5,36,0
1264676,5,36,0
1264677,5,36,0
1264678,6,36,0
1264679,4,36,0
1264680,5,36,0
1264681,5,36,0
1264682,5,36,0
1264683,5,36,0
1264684,6,36,0
1264685,7,36,0
1264686,6,36,0
1264687,3,36,0
1264688,4,36,0
1264689,5,36,0
1264690,6,36,-1
1264691,7,36,0
1264692,7,36,0
1264693,5,36,-1
1264694,6,36,0
1264695,7,36,0
1264696,7,36,0
1264697,5,36,0
1264698,6,36,0
1264699,6,36,0
1264700,7,36,0
1264701,6,36,0
1264702,6,36,0
1264703,7,36,0
1264704,6,36,0
1264705,5,36,0
1264706,5,36,0
1264707,6,36,0
1264708,6,36,0
1264709,6,36,0
1264710,7,36,0
1264711,7,36,0
1264712,6,36,-1
1264713,6,36,0
1264714,7,36,0
1264715,6,36,0
1264716,6,36,0
1264717,7,36,0
1264718,7,36,0
1264719,7,36,0
1264720,6,36,0
1264721,7,36,0
1264722,4,36,0
1264723,5,36,0
1264724,5,36,0
1264725,6,36,0
1264726,7,36,0
1264727,6,36,-1
1264728,6,36,0
1264729,7,36,0
1264730,7,36,0
1264731,8,36,0
1264732,6,36,0
1264733,6,36,0
1264734,7,36,-1
1264735,5,36,0
1264736,6,36,0
1264737,6,36,0
1264738,6,36,0
1264739,6,36,0
1264740,7,36,0
1264741,7,36,0
1264742,8,36,0
1264743,7,36,0
1264744,8,36,0
1264745,8,36,0
1264746,7,36,0
1264747,8,36,0
1264748,8,36,0
1264749,7,36,0
1264750,8,36,0
1264751,7,36,0
1264752,8,36,0
1264753,6,36,0
1264754,7,36,0
1264755,8,36,0
1264756,7,36,0
1264757,8,36,0
1264758,7,36,0
1264759,8,36,0
1264760,9,36,0
1264761,7,36,0
1264762,7,36,0
1264763,7,36,0
1264764,7,36,0
1264765,7,36,0
1264766,8,36,0
1264767,9,36,0
1264768,5,36,0
1264769,6,36,0
1264770,6,36,0
1264771,7,36,0
1264772,6,36,0
1264773,6,36,0
1264774,7,36,0
1264775,8,36,0
1264776,8,36,0
1264777,8,36,0
1264778,9,36,-1
1264779,9,36,0
1264780,7,36,0
1264781,8,36,0
1264782,4,36,0
1264783,5,36,0
1264784,5,36,0
1264785,6,36,0
1264786,6,36,0
1264787,7,36,0
1264788,7,36,0
1264789,7,36,0
1264790,7,36,0
1264791,7,36,0
1264792,6,36,0
1264793,7,36,0
1264794,4,36,0
1264795,5,36,0
1264796,5,36,0
1264797,6,36,0
